0.0001,0.045739,0.06991,0.098548,0.18451,0.2244
0.0002,0.0020921,0.0048874,0.0097116,0.034042,0.050356
0.0003,9.569e-05,0.00034167,0.00095706,0.006281,0.0113
0.0004,4.3768e-06,2.3886e-05,9.4316e-05,0.0011589,0.0025357
0.0005,2.0019e-07,1.6699e-06,9.2946e-06,0.00021382,0.00056902
0.0006,9.1566e-09,1.1674e-07,9.1596e-07,3.945e-05,0.00012769
0.0007,4.1881e-10,8.1614e-09,9.0266e-08,7.2788e-06,2.8654e-05
0.0008,1.9156e-11,5.7056e-10,8.8955e-09,1.343e-06,6.4299e-06
0.0009,8.7619e-13,3.9888e-11,8.7663e-10,2.4779e-07,1.4429e-06
0.001,4.0076e-14,2.7885e-12,8.6389e-11,4.5718e-08,3.2379e-07
